sentence,difficulty
"Pourquoi l'oisillon se retrouve-t-il seul dans la forêt ? Prolongation de la vie, retard de la vieillesse, cessation des douleurs, moyens pour corriger les défauts naturels ou pour exalter les facultés intellectuelles, etc. : à faire luire tant de vains espoirs, ils ont fait naître un si violent préjugé contre toutes nouveautés de ce genre qu'elles en sont maintenant discréditées au point que nul mortel, même courageux, ne se hasarderait à entreprendre quelque chose de semblable.",C2
"Deux messieurs d'un certain âge se promènent le long d'une rivière. Merci, Monsieur.",B1
"Un regard vers le clel, elle s'inspire, elle se projette C'est exactement l'une des meilleurs methodes d'apprentissage d'une langue etrangere.",C1
Elle se laissait aller au bercement des mélodies et se sentait elle-même vibrer de tout son être comme si les archets des violons se fussent promenés sur ses nerfs. Les divers modèles de suspensions nécessitent de bons réglages car la moindre perte d'adhérence peut amener à la perte de contrôle de la moto; elles ont évolué avec le temps.,C2
"Devenons poétiquement exaltés pour juger un idéaliste et prouvons-lui que son rêve est médiocre,  leur issue.",C1
"L'école a-t-elle fait changer le monde ? Il les assembla donc, leur fit donner des cognées, et leur ordonna de tailler dans la forêt une route qui la traverserait d'outre en outre.",B2
"Or une telle vie,  tombé du mince hublot de ciel que découpent les toits en surplomb.",C2
"Par exemple,  la solidarité européenne en matière de vaccination ""s'effondre"".",C1
Bienheureux le quidam que voilà débarrassé de cette peur originelle d'échouer et de faire faux Tu ne peux pas savoir le plaisir que tu lui as fait.,C2
"Il est reconnu utile pour les adultes qui travaillent,  jamais à d'autres hommes.",C2
"Les lois de programmation mentionnées à l'antépénultième alinéa de l'article 34 de la Constitution ont pour objet de déterminer ""les objectifs de l'action de l'État"". Je peux proposer une note si vous voulez.",C2
"Demain, j'irai faire les courses. Français et mathématiques sont - personne ne s'en étonnera - les deux disciplines les plus révisées durant l'été",C2
"Le Conseil constitutionnel français a donc une grande autorité sur l'ensemble des institutions françaises,  les visiteurs pourront s'offrir l'un des vingt ""hébergements en immersion"" que met en place l'établissement.",C1
"Ils font à manger et ils nettoient toujours la cuisine juste après. Le feu est donc le bienvenu à la tombée du jour, tant pour cuisiner que pour s'éclairer ou se réchauffer.",A2
"Elles établissent cinq catégories : se mettre au vert, se mettre à son compte, se consacrer aux autres, vivre sa passion, partir loin. La discipline est encore considérée comme réservée aux hommes.",C1
"Mais sa voix, on ne l'a pas beaucoup entendue. Un petit garçon : On essaye de leur parler",A2
"La carence en vitamine B3 produit en effet une maladie déjà connue chez l'humain : la pellagre,  l'économiste japonais Ohmae Kenichi invente la formule commode de ""triade"" pour décrire la nouvelle polarisation du Monde.",C2
"La méchante femme n'y retournera sûrement pas."" Le démon partit bien vite,  la fusée s'en va.",B1
"Anna franchit le seuil et se débarrassa de ses chaussures. Sur le sable, la mer haletait de toute la respiration rapide et étouffée de ses petites vagues.",C2
"Ces dernières années,  non?",B1
La bave du crapaud n'atteint pas la blanche colombe Le temps sera gris,C2
"Il vient de demander la main de Bella et l'avenir semble briller, mais. Quand l'artiste donne le dernier coup de pinceau à sa toile, les nazis ont déjà commencé à expulser les juifs, contraints de quitter leurs maisons, emportant ce qu'ils peuvent. Faites des groupes de trois personnes.",B2
"Durant les années 1990, beaucoup de gens étaient réticent à cette nouvelle fête : Les parents et les enseignants n'y voyaient qu'une fête commerciale Je vous coupe les cheveux.",B2
Comment vas-tu ? C'est très gentil de sa part !,A2
"Ce que la porte était bien incapable de faire! De fait, les relations de l'individu au groupe, du privé au collectif, demeurent complexes dans l'Hexagone.",B2
"Pareil pour les mathématiques , poursuit David Wilgenbus. Mon mari est éditeur.",C2
"Après quelques phrases banales, je lui parlai, en déguisant mon trouble, du départ subit d'Ellénore. C'est vrai qu'ils sont très bons mais j'ai peur qu'il tombe malade",C2
Pourquoi le gouvernement a-t-il décidé une extension du public visé ? J'aimerais tant pouvoir un jour danser à l'Opéra de Paris !,B2
"Chêne,  qui eût maudit une telle corvée en toute autre circonstance.",C1
"Celle-ci étant plus foncée que chez les Européens blancs,  il me répond plutôt en français.",C1
"Une autre organisation qui produit sa part d'impact sur les peuples autochtones de la côte est la Commission baleinière internationale . Un dépliant de 4 pages distribué en 13 millions d'exemplaires ""pour fen finir avec les idées reçues"" et démontrer qu l'on ne pourrait vivre dans un monde ""sans amour et zéro papier """,C1
C'est un gentil bouledogue qui aime les câlins. L'influence du microbiote sur notre comportement a pu être observée.,C1
"Là, il pourra visiter la fameuse basilique Notre Dame de Fourvière et contempler la splendide vue panoramique sur la ville de Lyon depuis le belvédère Plusieurs milliers de classes ont participé à ce projet.",C2
"Aux Etats-Unis,  est-ce que vous nous auriez accueillis?",C2
"J'aimerais vous présenter un nouveau collègue,  ne sont pas pourvus.",C1
"Non. Pour aller à la salle internet à partir de l'escalier, marchez jusqu'à l'accueil, puis tournez à gauche.",A1
"Quand je rentre, je demande à mes parents si je peux t'appeler pour avoir de tes nouvelles. Pourrais-tu m'accompagner",A2
"Alexandre aimait réviser à l'université pour flirter avec des filles de la faculté de droit Quand je finirai ce travail, je partirai en Floride. Je fuirai l'hiver et les grands froids.",B1
"Nous passions les grandes vacances à Valras,  l'Italie a souligné son désaccord avec une telle politique.",C1
"Elle éclaire,  un très large éventail de moyens d'expression qui viennent s'ajouter à ceux que le français lui propose",C2
L'employeur a en effet déjà obligation de prendre en charge la moitié de l'abonnement aux transports en commun de ses salariés. Ce rendez-vous des gourmands et des passionnés de chocolat a lieu tous les ans entre fin octobre et début novembre à Paris,B2
"Je reste à la maison Si l'épicerie de quartier avait été ouverte en ce jour congé, comme indiqué sur le panneau informatif nous aurions acheté du lait et du sirop d'érable pour préparer du pain perdu aux enfants.",B2
"Nous lisions ensemble des poètes anglais ; nous nous promenions ensemble. De son côté, la délégation américaine a tenté de persuader Moscou de ne pas approuver le texte, arguant que les technologies du futur permettraient de réduire les émissions de GES sans contrainte.",C2
"Comment peut-on aimer l'école ? Ses cheveux, dont les deux bandeaux noirs semblaient chacun d'un seul morceau, tant ils étaient lisses, étaient séparés sur le milieu de la tête par une raie fine, qui s'enfonçait légèrement selon la courbe du crâne ; et, laissant voir à peine le bout de l'oreille, ils allaient se confondre par derrière en un chignon abondant, avec un mouvement ondé vers les tempes, que le médecin de campagne remarqua là pour la première fois de sa vie.",C2
Puis-je utiliser les toilettes? Le temps s'achève.,A2
"Fait tristement révélateur,  le parc national de Yellowstone (Wyoming) prend en charge vingt et un bisons : ils deviennent la première espèce animale protégée.",C2
Qu'est ce que vous faites dans le parc? Que faire aujourd'hui?,A1
"Aussitôt que Julie eut découvert la vérité,  j'ai voulu laisser un message sur le répondeur de mon frère.",C2
"Si le député avait respecté les électeurs,  se nourrissant de fruits et de racines.",B2
"Ils sont pas chers La naissance des Etats-nations, dont l'unité territoriale était étroitement liée à leur homogénéité linguistique, a également joué un rôle décisif dans la consolidation des langues adoptées comme nationales, et la marginalisation des autres.",C1
Les préadolescents et adolescents semblent particulièrement sensibles. Dès qu'elle fut entrée elle fut dérangée par la cigarette.,C2
"Bruno Bonnell Le mot ""robot"" a été inventé par l'auteur tchèque Karel Capek de la pièce Rossum's Universal Robots (R.U.R),  fais à ton rythme.",C1
Un technicien fait le nécessaire et vous rappelle dans une heure environ. J'ai bien aimé le film,A2
"Mon frère Patrice est plus jeune que moi Moi, leur turbulence me fatiguait et je trouvais distingué de m'ennuyer auprès de M. Barrault pendant qu'ils jouaient aux barres.",C1
"Le jeune amant, ne pouvant obtenir sa maitresse, se consumait de douleur ; elle lui conseilla de voyager pour l'oublier. Je suis papa.",C1
"Au bout de trois ans et trois jours, le prince a enfin découvert l'enchanteresse? J'étais obligé d'ouvrir la fenêtre pour respirer ; mon sang me brûlait en circulant dans mes veines.",C2
"On m'a souvent demandé comment j'avais fait pour comprendre Coluche,  donne des secousses à la corde.",C1
"J'ai juré de dire la vérité sans concession au bon dieu. Le soir venu, il faut rentrer en prenant le même chemin que le matin",B1
"De plus, l'évolution dans le temps des phénomènes engendre davantage des changements absolus dans les données que des changements relatifs impliquant des modifications du classement des cantons, aspect plus important dans une démarche de comparaison transversale comme la nôtre. Communiquer et penser dans tant de langages impose à l'individu contemporain d'entrer dans des systèmes et des réseaux qu'il doit comprendre et hiérarchiser.",C2
"Excusez-moi,  il est toujours intéressant de passer du temps dans les centres commerciaux",B1
"Le jeune prince ne se lassait pas de redemander ces récits,  sa bouche rieuse avait pris ces lignes fermes et arrêtées qui indiquent la résolution",C1
Elle est entrée. Ma mère s'appelle Emilie Summer ; elle est infirmière dans un hôpital non loin de notre maison.,A1
"Deux passions artistiques qui lui permettent d'accéder à son premier rôle au cinéma : celui d'une professeure de piano dans le film Au revoir les enfants,  la forêt est-elle condamnée ?",C1
"Tous les matins, il suit la même routine : il commence par se laver le visage avant de prendre une douche. Quelqu'un a essayé de brûler la maison et on ignore qui et pourquoi.",B1
La journée n'est pas finie pour Théo qui doit rentrer à la maison pour faire ses devoirs. Vous avez bien étudié et vous avez réussi facilement.,A2
Cela peut être perçu comme étant très réducteur ! Il fait très froid ici,B2
